标题,价格,评论数,链接,当前链接,上级链接,下载时间
"金立（GiONEE） M6 Plus 全网通4G手机 双卡双待 香槟金 4G+64G版
				金立返场，优惠不停！S10四摄旗舰1999，大金钢2全面屏手机1599，还有豪华大礼包！",2399.00,50+,http://item.jd.com/16849330893.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=41,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"小米（MI） 小米4A 红米4A  移动4G/联通4G/电信4G 智能老人机手机双卡双待 2+16G版全网通香槟金 【★特价促销★】
				【 京东配送 送大字软件+教程礼包】1300 5.0英寸 智能老年手机老人机 新品促销",597.00,1200+,http://item.jd.com/11107032701.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=41,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果 iPhone7 Plus 全网通4G手机 黑色 32GB
				[ 全国联保国行原封未激活]  购买苹果8",7999.00,70+,http://item.jd.com/11703843235.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=41,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"小米（MI） 小米红米4A 双卡双待4G手机 深空灰 全网通(16GB ROM)
				【京东配送】红米5A.3000mAH电池mlul系统轻巧机身新品.猛戳抢购中~!",549.00,3200+,http://item.jd.com/11955836791.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=41,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果 iPhone7 Plus 全网通4G手机 黑色 32GB
				[ 全国联保国行原封未激活]  购买苹果8",7999.00,70+,http://item.jd.com/11703843235.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"小米（MI） 小米红米4A 双卡双待4G手机 深空灰 全网通(16GB ROM)
				【京东配送】红米5A.3000mAH电池mlul系统轻巧机身新品.猛戳抢购中~!",549.00,3200+,http://item.jd.com/11955836791.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"VETAS V5 PRO  全网通4G 商务轻奢智能手机 128G  双卡双待加密双系统 黑色 小牛皮风尚版
				发现人群中的你！下单送好礼，3次碎屏险，双系统，手机防盗，私人订制！",7999.00,800+,http://item.jd.com/10381193988.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"努比亚(nubia)【3GB+64GB】N1 银色 移动联通电信4G手机 双卡双待
				3GB+64GB！前后1300万像素！5000mAh大电池！更多机型请点击！",1099.00,5500+,http://item.jd.com/3569552.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"全球购Apple苹果 iPhone6s Plus 移动联通电信4G【海外版官换】苹果手机 土豪金 64GB 美版 全网通4G
				【未激活官换，京东保修365天】下单就送手机壳、钢化膜！",3799.00,100+,http://item.jd.com/1983261613.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） 华为 Mate9 手机 香槟金 全网通 4G(4GB+64GB)
				【京东配送】【下单享好礼】徕卡双摄像头！双曲面屏 mate9 pro",3599.00,40+,http://item.jd.com/16716379897.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"OPPO R11 全网通4G手机 移动联通电信 双卡双待 玫瑰金色 全网通(4G RAM+64G ROM)标配
				【12期免息】快充充电宝+原装配件+半年碎屏保+爱奇艺会员【R11s 抢先定】送599礼包",2799.00,1600+,http://item.jd.com/12649279521.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"纽曼（Newman） 纽曼V1 老人手机 学生儿童手机 移动联通老人机 备用机 黑色
				电信款请点击【京东自营仓库发货 货到付款】老年机长按解锁 手电筒耳机孔挂绳孔微信QQ",69.00,3300+,http://item.jd.com/12653605093.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） 荣耀 畅玩6 全网通4G 双卡双待 老人智能手机 金色 2GB+16GB 标准版
				新品现货直发 柔光自拍，舒适握感，长续航",589.00,100+,http://item.jd.com/16640060654.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"360 N5S 手机 全网通 深海蓝 全网通(6GB+64GB)
				【现货速发】下单即送四重好礼，6G大内存+骁龙653  新品360 VIZZA",1585.00,800+,http://item.jd.com/13695238570.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） Mate10  移动联通电信4G手机 双卡双待 全网通手机 亮黑色 6GB+128GB
				摩卡金，亮黑 现货  付款后当天发出",5999.00,90+,http://item.jd.com/18552048282.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"荣耀 畅玩6  全网通4G手机 双卡双待 老人智能手机 金色
				柔光自拍，舒适握感，长续航！  荣耀热销手机",608.00,100+,http://item.jd.com/16323463543.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"詹姆士（GEMRY） 【君权版】詹姆士R19PLUS 全网通4G高端商务手机6+128G 鳄鱼皮 蓝宝石屏
				只有一次万众瞩目的机会！双狮守护神镀金浮雕，尽显王室风范！",25800.00,30+,http://item.jd.com/13353334626.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"乐丰(lephone) T7+芒果版 移动4G智能手机 白色
				先领券更优惠【京东派送】5英寸高清屏 2G+16G内存 四核CPU 二千豪安电池 查阅新品",293.00,500+,http://item.jd.com/11715766613.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"金立（GiONEE） M6 全网通4G手机 双卡双待 香槟金 4GB+64GB版 官方标配
				金立返场，优惠不停！S10四摄旗舰1999，大金钢2全面屏手机1599，还有6豪华大礼包！",1999.00,60+,http://item.jd.com/16848923242.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"小米（MI） 红米Note4X 手机 香槟金 全网通(4G RAM+64G ROM)
				现货速发 ，多彩金属机身，4100mAh长续航，红米4X 超续航~",1088.00,1900+,http://item.jd.com/11975127197.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"美图（meitu） 美图T8s 手机 烈焰红
				前置双像素双摄像头，电影级虚化，夜间自拍更好看；M8S",4199.00,90+,http://item.jd.com/16833723864.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"詹姆士（GEMRY） 詹姆士R19plus全网通4G 高端商务智能手机双卡6+128GB 珍藏版 玫瑰金鳄鱼皮（京东配送）
				成功人士都在用！5.2英寸蓝宝石大屏+24K纯金logo！私人订制！",14999.00,100+,http://item.jd.com/11277809360.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"【移动专享版】小米 红米 4X 2GB+16GB 磨砂黑 移动联通电信4G手机
				金属机身！5英寸屏幕，4100毫安大电池长续航！骁龙八核处理器！",699.00,300+,http://item.jd.com/4745944.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"全球购Apple (苹果)iPhonex手机iPhone8Plus智能手机苹果iphonex新品 iPhonex 银色 64G
				现货速发，晒单有礼，不支持补差价，不支持七天退换",9328.00,90+,http://item.jd.com/1998394811.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"酷派（Coolpad） B770 高配版 移动4G  双卡双待 智能手机 金色 高配版（2G RAM+16G ROM）
				下限量赠送硅胶+钢化+耳机+指环！！！【现货速发 京东配送 】",445.00,500+,http://item.jd.com/11781356482.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果7  iPhone7 手机 移动联通电信4G 银色 全网通32G
				送手机壳+膜+手机支架【原封国行正品】【点击购买苹果7PLUS】",4259.00,100+,http://item.jd.com/15198980386.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"金立（Gionee） 金立大金钢2 移动联通电信4G手机 双卡双待 尊爵金
				赠漫步者音箱+蓝牙耳机+移动电源+运动手环+LED台灯",1599.00,100+,http://item.jd.com/17155817979.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"金立（Gionee） 金立M6 Plus  4GB+64GB版 移动联通电信4G手机 香槟金
				赠漫步者音箱+自拍套装+智能手表+移动电源+蓝牙耳机+手机皮套+指环扣",2399.00,90+,http://item.jd.com/12734161979.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"8848 钛金手机 M3鳄鱼皮私人订制款 全网通4G+  双卡双待 2100万像素128G 落日橙 鳄鱼皮
				奢华鳄鱼皮 彰显大气 品味非凡 镀金边框 加密通话 双系统双空间",22999.00,30+,http://item.jd.com/11915886228.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
全球购Apple iphone SE 苹果手机 移动联通电信 全网通4G （官换） 金色 64GB,2888.00,500+,http://item.jd.com/1984129191.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"魅族（MEIZU） Pro7 手机 静谧黑 全网通公开版（4+64G）
				【现货速发】1200万双摄 画屏自拍更美丽魅族Pro7 plus到手价2799",2499.00,100+,http://item.jd.com/15312811102.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为 麦芒6 全网通4G手机 曜石黑 4GB+64GB
				【全新正品，现货速发】华为全面屏手机，前后双摄，无畏生长。",2178.00,40+,http://item.jd.com/17254152723.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"纽曼（Newman） C5  电信CDMA 老人手机 红色
				【 京东自营仓配送】 老年机电信 男 女 直板按键 一键拨号 大音量大字 移动联通版点这里",115.00,1100+,http://item.jd.com/11237143494.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果 iPhone 6s Plus 手机 金色 全网通4G 128GB版
				【正品国行、全新原封】，下单送钢化膜+保护壳+指环扣！经典款苹果6点这里！",5099.00,20+,http://item.jd.com/16236623120.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=42,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） 荣耀畅玩6手机 全网通4G手机 双卡双待 金色 2GB+16GB
				京东配送 领券减10+10M流量  5.0英寸大屏  3020m大电池长续航 柔光自拍",699.00,100+,http://item.jd.com/16378805433.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"酷派（Coolpad） B770 高配版 移动4G  双卡双待 智能手机 金色 高配版（2G RAM+16G ROM）
				下限量赠送硅胶+钢化+耳机+指环！！！【现货速发 京东配送 】",445.00,500+,http://item.jd.com/11781356482.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果7  iPhone7 手机 移动联通电信4G 银色 全网通32G
				送手机壳+膜+手机支架【原封国行正品】【点击购买苹果7PLUS】",4259.00,100+,http://item.jd.com/15198980386.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"金立（Gionee） 金立大金钢2 移动联通电信4G手机 双卡双待 尊爵金
				赠漫步者音箱+蓝牙耳机+移动电源+运动手环+LED台灯",1599.00,100+,http://item.jd.com/17155817979.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"金立（Gionee） 金立M6 Plus  4GB+64GB版 移动联通电信4G手机 香槟金
				赠漫步者音箱+自拍套装+智能手表+移动电源+蓝牙耳机+手机皮套+指环扣",2399.00,90+,http://item.jd.com/12734161979.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"8848 钛金手机 M3鳄鱼皮私人订制款 全网通4G+  双卡双待 2100万像素128G 落日橙 鳄鱼皮
				奢华鳄鱼皮 彰显大气 品味非凡 镀金边框 加密通话 双系统双空间",22999.00,30+,http://item.jd.com/11915886228.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
全球购Apple iphone SE 苹果手机 移动联通电信 全网通4G （官换） 金色 64GB,2888.00,500+,http://item.jd.com/1984129191.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"魅族（MEIZU） Pro7 手机 静谧黑 全网通公开版（4+64G）
				【现货速发】1200万双摄 画屏自拍更美丽魅族Pro7 plus到手价2799",2499.00,100+,http://item.jd.com/15312811102.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为 麦芒6 全网通4G手机 曜石黑 4GB+64GB
				【全新正品，现货速发】华为全面屏手机，前后双摄，无畏生长。",2178.00,40+,http://item.jd.com/17254152723.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"纽曼（Newman） C5  电信CDMA 老人手机 红色
				【 京东自营仓配送】 老年机电信 男 女 直板按键 一键拨号 大音量大字 移动联通版点这里",115.00,1100+,http://item.jd.com/11237143494.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果 iPhone 6s Plus 手机 金色 全网通4G 128GB版
				【正品国行、全新原封】，下单送钢化膜+保护壳+指环扣！经典款苹果6点这里！",5099.00,20+,http://item.jd.com/16236623120.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"【移动赠费版】三星（SAMSUNG）Galaxy S8（SM-G9500）4GB+64GB版 谜夜黑 移动联通电信4G手机 双卡双待
				下单立减300元！虹膜识别，全视曲面屏，骁龙835处理器！",5688.00,80+,http://item.jd.com/4225877.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"Apple 苹果  iPhone 6  全网通 4G手机 金色 官方标配 32G
				【全新国行正品】限时送送69元蓝牙耳机+59元自拍杆+保护壳+钢化膜+防滑支架 苹果6s",2368.00,100+,http://item.jd.com/12549357170.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） 荣耀畅玩6A手机 移动联通电信4G 智能手机 金色 全网通(2+16G)标配X
				【大促直降 】骁龙八核5.0英寸屏幕，500w+1300w像素！荣耀畅玩6抢购",678.00,500+,http://item.jd.com/12589482294.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"华为（HUAWEI） 荣耀8青春版 全网通4G智能手机 双卡双待 幻夜黑 全网通标配版(3G+32G)
				【京东自营仓高严格检验标准，让产品更有保障】买的放心！用的舒心！带发票！",1059.00,2500+,http://item.jd.com/11452942523.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"中兴（ZTE） 守护宝（上海中兴）CV19 电信老人手机 按键老年机 电信版手机 黑色
				京东自营仓配送】支持电信4G 3G卡手机 超长待机 大字体大铃声 移动联通版只需168元",199.00,2000+,http://item.jd.com/10176258411.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
APPLE Apple iPhone7 移动联通电信全网通 苹果4G智能手机 黑色 全网通 32G,4228.00,100+,http://item.jd.com/16921108507.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"全球购Apple 苹果 iPhone6s Plus 移动联通4G 苹果手机 玫瑰金色 64GB港版
				《更多优惠请点击》",4488.00,600+,http://item.jd.com/1958533314.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"360 N5 手机 流光金 全网通(6GB+32GB)标配版
				【官方正品、京东配送】赠壳膜好礼！ 360N5s！",1288.00,1400+,http://item.jd.com/11391062877.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
"小米（MI） 小米6 全网通4G手机 亮黑色 全网通4G（6G+64G）
				官方正品 原封发货 全国联保 顺丰包邮 更多好机",2699.00,20+,http://item.jd.com/18167854441.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=43,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:09
