标题,价格,评论数,链接,当前链接,上级链接,下载时间
"海尔 （Haier）风冷无霜多门冰箱 变频家用节能电冰箱 BCD-405WDGQU1 玫瑰金BCD-405WDGQU1
							咨询更享优惠 晒图送红包， 30天保价，涨价退差！",7599.00,0,http://item.jd.com/15495261073.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"海尔（Haier） 405L 风冷无霜多门变频静音干湿分储家用一级能效节能电冰箱 BCD-405WDGQU1
							送超导料理盘  全温区贴心变温  LED隐藏显示屏",7599.00,0,http://item.jd.com/17771377390.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下(Panasonic)492升多门 进口风冷无霜冰箱（琥珀棕）NR-F510VG-T5 （顶置压缩机）NR-F510VG-N5金色
							预售 狂欢返场优惠购，狂欢末班车，不上等1年！",18692.00,4,http://item.jd.com/10866462095.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"全球购【意大利】斯麦格（smeg） 马卡龙系列冰箱 意大利单开门家用电冰箱 彩色条纹FAB28RCS1
							意大利直邮，包税免运费，新年特惠，领券满减3000元",39800.00,1,http://item.jd.com/1958591588.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"全球购【意大利】斯麦格（smeg） 马卡龙系列冰箱 意大利单开门家用电冰箱 黑色天鹅绒FAB28RBV3
							意大利直邮，包税免运费，新年特惠，领券满减3000元",39800.00,1,http://item.jd.com/1958591586.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"全球购【意大利】斯麦格（smeg） 马卡龙系列冰箱 意大利单开门家用电冰箱 三色旗FAB28RIT1
							意大利直邮，包税免运费，新年特惠，领券满减3000元",36600.00,1,http://item.jd.com/1958591589.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"全球购【意大利】斯麦格（smeg） 马卡龙系列冰箱 意大利单开门家用电冰箱 巧克力色FAB28RCG1
							意大利直邮，包税免运费，新年特惠，领券满减3000元",39800.00,1,http://item.jd.com/1958591587.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"志高（CHIGO） 【京仓速发】 50升 单门迷你小型冰箱家用冷藏电冰箱 白色 白色
							【京东发货】全国包邮，可货到付款，5.5kg十大洗涤模式，一键桶风干，24小时预约洗。",399.00,100+,http://item.jd.com/12080817896.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（panasonic） ★风冷变频 380升 多门电冰箱 智能除霜 无边框玻璃门 NR-D380TX-XS优雅银
							领券减900，下单送928元炖锅1个，晒单返现50元，曾1年京东延保，送货入户,",9653.00,0,http://item.jd.com/15530083341.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（panasonic） ★风冷变频 380升 多门电冰箱 智能除霜 无边框玻璃门 NR-D380TX-XN尊雅金
							领券减900，下单送928元炖锅1个，晒单返现50元，曾1年京东延保，送货入户,",8953.00,0,http://item.jd.com/15530083343.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"全球购【意大利】斯麦格（Smeg）独立式单开门mini小冰箱，意大利原装迷你家用进口小冰箱 红色 FAB10RR
							意大利直邮家用电器、厨房电器、小家电，包邮报税，“315”领券下单更优惠！",23998.00,0,http://item.jd.com/1958842949.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"金松（JINSONG） 210升双门冰箱 家用电冰箱 复古冰箱BCD-210R 英伦绿
							复古格调，精致生活，经典时尚，就在金松复古冰箱！",2299.00,6,http://item.jd.com/13891677649.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"Panasonic 松下NR-D380TX-XN/S/XW 变频风冷380L多门冰箱 NR-D380TX-S(银色玻璃面板)
							联系客服领取优惠券",8274.00,1,http://item.jd.com/14816036823.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"Panasonic 松下NR-D380TX-XN/S/XW 变频风冷380L多门冰箱 NR-D380TX-XW(白色玻璃面板)
							联系客服领取优惠券",8274.00,1,http://item.jd.com/15937715806.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
海尔（haier） BCD-331WDGQ  331升四门风冷无霜冷藏冷冻电冰箱变频多门,3999.00,1,http://item.jd.com/16668114740.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（panasonic） 618L法式多门风冷无霜多温区分类储存变频冰箱 高圆圆代言 NR-W620TG-XN雅致金
							【松下大牌盛宴】颜值实力派！干湿分储保鲜！咨询客服可砍价！下单送双重豪礼！高圆圆明星代言！",16131.00,0,http://item.jd.com/15398438618.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（panasonic） 618L法式多门风冷无霜多温区分类储存变频冰箱 高圆圆代言 NR-W620TG-XW雅致白
							【松下大牌盛宴】颜值实力派！干湿分储保鲜！咨询客服可砍价！下单送双重豪礼！高圆圆明星代言！",16131.00,0,http://item.jd.com/15398438619.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（Panasonic） 618升风冷无霜 节能变频 多门冰箱NR-W620TG-XN NR-W620TG-XW白色
							预售 狂欢返场优惠购，狂欢末班车，不上等1年！",14480.00,6,http://item.jd.com/10653805898.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"统帅（Leader） 海尔统帅系列150升家用风冷无霜两门小型电冰箱全彩双门静音智能除霜黑 BCD-150WLDPEI (蕴蓝色)
							领取优惠卷在付款，卖贵补差价保价30天，晒图送精美礼品加湿器",1699.00,0,http://item.jd.com/19288536100.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
三星（SAMSUNG） RS55KBHI0WW/SC 565升风冷无霜对开门冰箱智能变频 RS55KBHI0WW/SC,5999.00,0,http://item.jd.com/19217153939.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（Panasonic）多门冰箱NR-E530TX-XW/XN 498L风冷无霜玻璃面板 尊雅金NR-E530TX-XN
							【1111提前享】咨询客服有大放价,下单送京东延保一年",9990.00,3,http://item.jd.com/12669199407.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"优诺（EUNA） 【多色可选BCD-82R 82升迷你双门冰箱 双门家用复古电冰箱 小型 奶油白
							【反场钜惠，超值冰洗GO！】每满1000减100！上不封顶！",1399.00,40+,http://item.jd.com/11286107335.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"哈士奇 42L 复古小冰箱迷你家用红色冷藏箱 BC-46COC 英格丽红
							【11.11倒计时】【狂欢优惠券】【大牌创意，拒绝平庸】【需更大尺寸请点击】",1899.00,30+,http://item.jd.com/12972265850.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"容声（Ronshen） 容声(Ronshen)536升纤薄机身变频风冷无霜对开门冰箱 变频风冷 BCD-536WRS1HP典雅金
							变频 风冷无霜 对开门冰箱 全国联保",4299.00,0,http://item.jd.com/18596172774.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（Panasonic） 多门冰箱NR-C380TX-XN/XW 380L 风冷无霜变频 NR-C380TX-XN尊雅金
							【11.11好物节 返场中。。。】与11.11同价！赠京东延保1年+松下电吹风+晒单返50",8100.00,1,http://item.jd.com/11793733498.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"松下（Panasonic） 多门冰箱NR-C380TX-XN/XW 380L 风冷无霜变频 NR-C380TX-XW水晶白
							【11.11好物节 返场中。。。】与11.11同价！赠京东延保1年+松下电吹风+晒单返50",8100.00,1,http://item.jd.com/11793733497.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
三星（SAMSUNG）  RF50MCBC0S8/SC 510L风冷无霜变频静音大冰箱银色 #银色 RF50MCBC0S8/SC,8999.00,0,http://item.jd.com/19237819943.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
★松下(Panasonic)日本制造 原装进口 578升多门电冰箱  NR-F610VG- NR-F610VG-N5（尊雅金）,23814.00,0,http://item.jd.com/15315531443.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
★松下（Panasonic）法式多门电冰箱 干湿分储 APP远程控制 风冷无霜 变频节能 NR-W620TX-XF卡其棕（送1年京东延保）,19196.00,0,http://item.jd.com/16242368656.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=124,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:37
"优诺（EUNA） 【多色可选BCD-82R 82升迷你双门冰箱 双门家用复古电冰箱 小型 神秘黑
							【反场钜惠，超值冰洗GO！】每满1000减100！上不封顶！",1399.00,40+,http://item.jd.com/15609892099.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"海尔（haier） BCD-342WDGY 342升多门风冷无霜冷藏冻变频多门家用电冰箱
							【返场好货，下单立减】变频风冷无霜多门，新品上市！晒图送红包 特价优惠找客服",3999.00,10+,http://item.jd.com/13259415135.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"海尔（Haier） 342升风冷无霜变频四门家用冰箱 BCD-342WDGY
							拍立减",3999.00,0,http://item.jd.com/13891428258.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"Haier/海尔 BC-50EN  50升机械温控单门式冷藏电冰箱家用小型官方正品
							【11欢乐返场】延保180天，优质晒单再返50！",749.00,30+,http://item.jd.com/16680263559.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"美菱（MeiLing）BCD-311WPB 311升变频风冷无霜两门冰箱 金色钢化玻璃面板
							【京品推荐】品质美菱！钢化玻璃面板，风冷自动除霜，净味抗菌系统",3999.00,0,http://item.jd.com/15971920174.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"松下（Panasonic） 多门冰箱NR-E530/531TX-XN498L钢化玻璃面板 NR-E531TX-XN 雅致金
							京东返场惠颠覆盛宴，百年松下，品质保障。下单惊喜不断，赠品不断。",10490.00,0,http://item.jd.com/13672340807.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"松下（Panasonic） 多门冰箱NR-E530/531TX-XN498L钢化玻璃面板 NR-E530TX-XN 尊押金
							京东返场惠颠覆盛宴，百年松下，品质保障。下单惊喜不断，赠品不断。",9990.00,0,http://item.jd.com/13672340806.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"全球购【意大利】斯麦格（Smeg） 马卡龙系列无霜家用右开门电冰箱 意大利进口单开门冰箱 白色FAB28RB1
							意大利直邮家用电器、厨房电器、小家电，包邮报税，“315”领券下单更优惠！",35999.00,1,http://item.jd.com/1958593846.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"海信(Hisense) 242升三门冰箱匀冷微霜冰箱 BCD-242TDG/WS
							【狂欢不停歇】空调下单直接减，封顶600元！今下单即送玻璃保鲜盒套装！店铺活动请戳",3999.00,1,http://item.jd.com/10083183362.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
美的（Midea） BCD-239WTM 239升三门冰箱家用三门式 静音节能 芙蓉金,2999.00,0,http://item.jd.com/13618517368.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"伊莱克斯(Electrolux) 212升 家用直冷 三门冰箱 EMM210SGB 香槟金
							仅发上海地区，其他地区务必咨询在线销售；【领券立减】欧洲百年家电 直冷保鲜 自动低温补偿",3990.00,2,http://item.jd.com/10228325703.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"航天电器 高850mm 50升小冰箱双门冰箱家用小型电冰箱冷冻冷藏节能宿舍 【京东发货】 黄色
							【狂欢再续！全场直降！买贵返差！京东配送！】精巧占地小，大冷藏，节能环保",498.00,1300+,http://item.jd.com/13328801695.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"长城 高1305mm  家用小电冰箱 双门可冷藏冷冻小型电冰箱BCD-128升拉丝银 天山白
							【十月活动】【晒单返10元】【全国联保】",799.00,400+,http://item.jd.com/10341165922.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"大宇（DAEWOO）ODF-M300M 150L 经典复古迷你小型双门电冰箱 家用无霜 冷藏保鲜 薄荷绿色
							【京东自营】一天不到一度电 复古贵族 薄荷绿 独立制冰盒 防潮脚架 全发泡门设计150L 经典复古迷你小型双门电冰箱 家用无霜 冷藏保鲜 薄荷绿色全自动儿童婴儿宝宝内衣专用 玫瑰金",3299.00,20+,http://item.jd.com/1857877.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"美菱（MeiLing） BCD-563Plus 563升 风冷无霜 变频节能 对开门冰箱
							【秋冬特惠】晒单评价即可获得68元现金红包，正品保障，顺丰配送，全国联保。",3499.00,2,http://item.jd.com/15018325393.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"华日电器（huari） 【京仓发货】BCD-181LFK 181升 冰箱 小型双门电冰箱 BCD-181LFK
							【返场来袭】下单立减100，到手价999！送货入户，五年延保，华日34年专注冰箱！",1099.00,400+,http://item.jd.com/13115747367.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"松下(Panasonic)NR-B30WG1-XW无霜风冷双门冰箱301L升智能两玻璃面板 银色
							1111提前钜惠价！玻璃面板，风冷无霜，电脑控温，立体送风，十年典藏，超大容量！",3990.00,0,http://item.jd.com/13926997362.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"德努希（DENUSSI） BCD-125W125升小冰箱迷你 双门家用风冷无霜小型电冰箱 银色
							【 狂欢延续 下单立减200元 顺丰速运 送保鲜盒三件套】风冷无霜 美芝静音压缩机出口品质",1698.00,300+,http://item.jd.com/1801063596.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"统帅（Leader） 海尔 455升风冷无霜对开门家用节能电冰箱 银
							【海尔冰箱智爱生活】统帅冰箱钜惠！晒单返现+送礼品！咨询客服活动详情》》》",3099.00,3,http://item.jd.com/12421420100.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"美菱（Meiling）BCD-568WPCJ 568升变频风冷无霜对开门冰箱 （星光金）
							净味除菌 风冷无霜 压缩机10年包换！",3999.00,0,http://item.jd.com/16674186936.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"海尔（Haier） 电冰箱风冷无霜家用双门变频节能BCD-328WDGF
							【狂欢返场】【底价狂欢礼品多多】【错过再等一年",3699.00,2,http://item.jd.com/12337486829.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
"美菱（MeiLing）568升变频对开门冰箱风冷无霜净味除菌 BCD-568WPCJ 星空金
							11.11日0点狂欢开启！下单即送超值大礼包！全场包邮！买贵三倍反差！更多优惠咨询客服！",3999.00,0,http://item.jd.com/12378830102.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=126,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:38
